article,marker_index,claude,gemini,final,verdict,context
034_大宇_1915-10,25,∅,ᆫ,ᆫ,G,遙의時-茫蒼ᄒᆞ⟪ᆫ⟫太虛를仰觀ᄒᆞ노
034_大宇_1915-10,26,敎,教,敎,C,를向ᄒᆞ야無言의⟪敎⟫訓을垂ᄒᆞᄂᆞ니
034_大宇_1915-10,27,ᄂᆞᆫ,노,ᄂᆞ,제3안,言의敎訓을垂ᄒᆞ⟪ᄂᆞ⟫니是에서余ᄂᆞᆫ
034_大宇_1915-10,28,ᄂᆞᆫ,는,ᄂᆞᆫ,C,ᆞᄂᆞ니是에서余⟪ᄂᆞᆫ⟫如斯ᄒᆞᆫ感想이
034_大宇_1915-10,29,盡,盪,盡,C,美홉다星世界여彼⟪盡⟫無量星의列球에ᄂ
034_大宇_1915-10,30,ᄂᆞᆫ,는,ᄂᆞᆫ,C,盡無量星의列球에⟪ᄂᆞᆫ⟫畢竟吾人과如ᄒᆞ
034_大宇_1915-10,31,ᄂᆞᆫ,는,ᄂᆞᆫ,C,的生物이棲息ᄒᆞ⟪ᄂᆞᆫ⟫別區가有ᄒᆞ리라
034_大宇_1915-10,32,ᄂᆞᆫ,는,ᄂᆞᆫ,C,如히隨月探興ᄒᆞ⟪ᄂᆞᆫ⟫人이有ᄒᆞ리라.
034_大宇_1915-10,34,∅,人을不,人을不,G,리라.余ᄂᆞᆫ其⟪人을不⟫知ᄒᆞ며其人은余
034_大宇_1915-10,35,的,의,的,C,를不知ᄒᆞ되宇宙⟪的⟫大靈波에依ᄒᆞ야
034_大宇_1915-10,36,∅,我,,C,靈波에依ᄒᆞ야彼⟪⟫此間靈想이暗暗ᄒ
034_大宇_1915-10,37,∅,히通,,C,彼此間靈想이暗暗⟪⟫ᄒᆞ리라思考ᄒᆞ
034_大宇_1915-10,39,講演,∅,,G,ᆞ리라思考ᄒᆞᆯ⟪⟫一刹那에一種의大
034_大宇_1915-10,40,ᄂᆞᆫ,는,ᄂᆞᆫ,C,波가起ᄒᆞ며銀河⟪ᄂᆞᆫ⟫西傾ᄒᆞ고萬籟俱
034_大宇_1915-10,44,ㅣ,一,-,제3안,獨坐靜觀ᄒᆞᆯ時⟪-⟫神籟의聲이有ᄒᆞ
034_大宇_1915-10,45,며,ᆯ,ᆷ에,제3안,의世界에放浪ᄒᆞ⟪ᆷ에⟫方ᄒᆞ야是에셔亦
034_大宇_1915-10,46,牕,聰,牕,C,여.哀呼ᄒᆞ며客⟪牕⟫霜風에無數의落葉
034_大宇_1915-10,50,鳫,鴈,鴈,G,ᄃᆡ忽然雲際에一⟪鴈⟫高叫의聲이落ᄒᆞ
034_大宇_1915-10,51,∅,有,落,제3안,에一鴈高叫의聲이⟪落⟫ᄒᆞ면嗟ᄒᆞ다人
034_大宇_1915-10,53,∅,講演,ᆷ은,제3안,ᆞᆷ을禁치못ᄒᆞ⟪ᆷ은⟫余의悲神이로다.
034_大宇_1915-10,54,∅,의,ᆷ은,제3안,ᆞᆷ을禁치못ᄒᆞ⟪ᆷ은⟫余의悲神이로다.
034_大宇_1915-10,55,∅,寂寞一,,C,ᄒᆞ니此大宇宙의⟪⟫大悲壯은何를相對
034_大宇_1915-10,60,ᄒᆞ無形이大ᄒᆞ,호無形이大호,ᄒᆞᆫ無形이大ᄒᆞᆫ,제3안,宙의大悲壯은卽小⟪ᄒᆞᆫ無形이大ᄒᆞᆫ⟫無形을戀愛ᄒᆞᆷ
034_大宇_1915-10,63,∅,(氏,,C,ᆞ야萬生面의世波⟪⟫의中에落ᄒᆞ니其
034_大宇_1915-10,64,야,얀,얀,G,ᆞ니其時에方ᄒᆞ⟪얀⟫慈愛의母도亦生面
034_大宇_1915-10,65,(奉訓ㅇ朴庸漢氏),離,,삭제,ᆞ얀慈愛의母도亦⟪⟫生面이며同氣의親
034_大宇_1915-10,66,∅,落,,C,顔이라.實로悲壯⟪⟫이此에過ᄒᆞᆯ者
034_大宇_1915-10,67,ᄒᆞ,호,ᄒᆞᆯ,제3안,實로悲壯이此에過⟪ᄒᆞᆯ⟫者何有ᄒᆞ냐.故
034_大宇_1915-10,68,나,냐,냐.,제3안,ᄒᆞᆯ者何有ᄒᆞ⟪냐.⟫故로呱呱의聲으로
034_大宇_1915-10,69,∅,은,,C,故로呱呱의聲으로⟪⟫世苦를哭ᄒᆞᆯ도
034_大宇_1915-10,70,ᄒᆞ,홈,ᄒᆞᆯ,제3안,의聲으로世苦를哭⟪ᄒᆞᆯ⟫도亦當然ᄒᆞᆫ靈
034_大宇_1915-10,71,ᄒᆞ,호,ᄒᆞᆫ,제3안,哭ᄒᆞᆯ도亦當然⟪ᄒᆞᆫ⟫靈機로다.是로自
034_大宇_1915-10,80,ᆷ,고,ᆷ,C,ᄂᆞᆫ類를求ᄒᆞ⟪ᆷ⟫과如히靈은靈을交
034_大宇_1915-10,81,如,∅,如,C,ᆫ類를求ᄒᆞᆷ과⟪如⟫히靈은靈을交ᄒᆞ
034_大宇_1915-10,82,ᄂᆞ,느니,ᄂᆞ니故,제3안,히靈은靈을交ᄒᆞ⟪ᄂᆞ니故⟫로世慮를斷ᄒᆞᆫ
034_大宇_1915-10,84,니,고,ᆫ,제3안,故로世慮를斷ᄒᆞ⟪ᆫ⟫一刹那에不思議의
034_大宇_1915-10,85,ᄒᆞ,ᄯᅩ,起ᄒᆞᆷ,제3안,에不思議의悲壯이⟪起ᄒᆞᆷ⟫은靈이靈의眞故鄕
034_大宇_1915-10,87,의,우,은,제3안,鳥南枝와胡馬北風⟪은⟫情의其然ᄒᆞᆯ바
034_大宇_1915-10,90,ᄒᆞᆷ,홈,ᄒᆞᆷ,C,無形이無形을戀愛⟪ᄒᆞᆷ⟫도亦奇異ᄒᆞᆫ現
034_大宇_1915-10,93,∅,病,病,G,.俗이여余의悲壯⟪病⟫을悲觀치勿ᄒᆞ라
034_大宇_1915-10,95,됨을,되기를,됨을,C,壯病이世界에傳染⟪됨을⟫希望ᄒᆞ노라何故
034_大宇_1915-10,97,∅,宙,宙,G,的大悲壯은卽大宇⟪宙⟫的大愉快니余ᄂᆞ
034_大宇_1915-10,98,ᄂᆞᆫ,는,ᄂᆞᆫ,C,宇宙的大愉快니余⟪ᄂᆞᆫ⟫此大愉快가有ᄒᆞ
034_大宇_1915-10,100,∅,余의,余의,G,快가有ᄒᆞᆷ으로⟪余의⟫特性되ᄂᆞᆫ憂鬱
034_大宇_1915-10,102,滅,減,滅,C,性되ᄂᆞᆫ憂鬱을⟪滅⟫ᄒᆞ며煩累를斷ᄒ
034_大宇_1915-10,103,을絶ᄒᆞ엿,痛을絕ᄒᆞ얏,痛을絕ᄒᆞ엿,제3안,煩累를斷ᄒᆞ며苦⟪痛을絕ᄒᆞ엿⟫고又能히神性의無
034_大宇_1915-10,104,∅,하,ᄒᆞ,제3안,性의無量功德을感⟪ᄒᆞ⟫며天職의不遷大位
034_大宇_1915-10,111,起ᄒᆞ리라此가次코空中蜃樓가아님을吾人鳥入ᄒᆞ며,∅,,G,ᄒᆞ면桀紂盜跖이⟪⟫聖哲의位를得ᄒᆞ
034_大宇_1915-10,112,이道人事를指導ᄒᆞᄂᆞᆫ大能力이有ᄒᆞ나否ᄒᆞ냐다,起入ᄒᆞ리라此가決코空中에盛樓가아님을吾人,入ᄒᆞ리라.此가決코空中盛樓가아님을吾人,제3안,秦檜가忠烈의祠에⟪入ᄒᆞ리라.此가決코空中盛樓가아님을吾人⟫은大膽히宣告ᄒᆞ
034_大宇_1915-10,113,的,의,的,C,ᆞ노니試ᄒᆞ야是⟪的⟫觀念이世道人事를
034_大宇_1915-10,117,의,∅,,G,으로精神的苦痛이⟪⟫襲ᄒᆞ야左顧右眄
034_大宇_1915-10,119,痛ᄒᆞ며决,ᄒᆞ며決,ᄒᆞ며決,G,ᄒᆞ야도得爲치못⟪ᄒᆞ며決⟫코져ᄒᆞ야도得決
034_大宇_1915-10,120,决,決,決,G,決코져ᄒᆞ야도得⟪決⟫치못ᄒᆞᄂᆞ니古
034_大宇_1915-10,121,ᄂᆞ,∅,ᄂᆞ,C,야도得決치못ᄒᆞ⟪ᄂᆞ⟫니古德이肉은苦의
034_大宇_1915-10,122,의,論痛,,삭제,ᄒᆞᄂᆞ니古德이⟪⟫肉은苦의器니라ᄒ
034_大宇_1915-10,123,俗에,는,ᄂᆞᆫ,제3안,의器니라ᄒᆞ며世⟪ᄂᆞᆫ⟫束縛의窟이라論ᄒ
034_大宇_1915-10,126,∅,이無ᄒᆞ야世俗에對ᄒᆞ야決코過激ᄒᆞᆫ正遺訓,이無ᄒᆞᆫ世俗에對ᄒᆞ야決코過激ᄒᆞᆫ遺訓,제3안,라論ᄒᆞᆷ도達觀⟪이無ᄒᆞᆫ世俗에對ᄒᆞ야決코過激ᄒᆞᆫ遺訓⟫이아니니是에吾人
034_大宇_1915-10,127,正遺訓이아니니是에吾人은此宇宙眞面目에方ᄂᆞᆫ,는,ᄂᆞᆫ,제3안,은此宇宙大愉快되⟪ᄂᆞᆫ⟫大觀法을修養ᄒᆞ
035_人生_1917-01,12,年,秊,年,C,無情ᄒᆞ야過去一⟪年⟫의三百六十五의金
035_人生_1917-01,13,蟄,巷,蟄,C,然消過ᄒᆞ고此窮⟪蟄⟫의身으로更히新年
035_人生_1917-01,21,ᄒᆞ,치,ᄒᆞ노,제3안,ᆫ가.余ᄂᆞᆫ知⟪ᄒᆞ노⟫니君이過去에셔無
035_人生_1917-01,22,셔,서,셔,C,ᆞ노니君이過去에⟪셔⟫無情히過ᄒᆞ얏ᄂ
035_人生_1917-01,24,셔,서,에셔,제3안,ᄒᆞ얏ᄂᆞ니未來⟪에셔⟫亦其然ᄒᆞ리라.
035_人生_1917-01,25,셔幾萬,서幾,셔幾萬,C,嗚呼라過去一年에⟪셔幾萬⟫의新人生이此世에
035_人生_1917-01,26,ᄂᆞ,는,ᄂᆞᆫ,제3안,이此世를辭ᄒᆞ얏⟪ᄂᆞᆫ⟫지余ᄂᆞᆫ姑未知
035_人生_1917-01,28,어,付,의付,제3안,지余ᄂᆞᆫ姑未知⟪의付⟫ᄒᆞ되此幾萬의舊
035_人生_1917-01,30,∅,야,ᆫ,제3안,此世에셔如何ᄒᆞ⟪ᆫ⟫成功이有ᄒᆞ냐.
035_人生_1917-01,31,나,냐,냐.,제3안,ᆞᆫ成功이有ᄒᆞ⟪냐.⟫又幾萬의新生을把
035_人生_1917-01,32,셔,서,셔,C,ᆞ야君等은此世에⟪셔⟫如何ᄒᆞᆫ目的이
035_人生_1917-01,35,져,저,져,C,ᆞᆫ大膽히質問코⟪져⟫ᄒᆞ노라.余ᄂᆞ
035_人生_1917-01,37,셔無聊히過ᄒᆞᆷ,서無聊히過ᄒᆞ옴,셔無聊히過ᄒᆞᆷ,C,ᆫ余의過去半生에⟪셔無聊히過ᄒᆞᆷ⟫을思하니君等舊人
035_人生_1917-01,39,∅,옴,ᆯ,제3안,도亦無聊히過ᄒᆞ⟪ᆯ⟫줄로知ᄒᆞ노라.
035_人生_1917-01,40,ᄂᆞᆯ,늘,ᄂᆞᆯ,C,야無聊히去ᄒᆞ거⟪ᄂᆞᆯ⟫神明아何故로本無
035_人生_1917-01,41,케,刑,케,C,로本無有의我를有⟪케⟫ᄒᆞ며又何故로旣
035_人生_1917-01,43,蒭,獨,芻,제3안,가.神明아萬物로⟪芻⟫狗를作ᄒᆞᆷ이其
035_人生_1917-01,47,에,∅,,G,神明이抑無情치안⟪⟫이ᄒᆞ야此問의解
035_人生_1917-01,48,을,ᄋᆞᆯ,을,C,ᄒᆞ야此問의解答⟪을⟫余에게示ᄒᆞ면余
035_人生_1917-01,49,萬의,∅,,G,ᄒᆞ면余ᄂᆞᆫ過⟪⟫去幾億萬의人生으
035_人生_1917-01,50,의,∅,,G,ᄒᆞ고共히舞ᄒᆞ⟪⟫며又未來幾億萬의
035_人生_1917-01,51,을,ᄋᆞᆯ,을,C,億萬의人生으로足⟪을⟫擧ᄒᆞ야共히蹈코
035_人生_1917-01,52,此의,∅,,G,로足을擧ᄒᆞ야共⟪⟫히蹈코져ᄒᆞ노라
035_人生_1917-01,55,生,∅,生,C,神明아速히余에게⟪生⟫生의義를解示ᄒᆞ
035_人生_1917-01,56,이,∅,,G,게生生의義를解示⟪⟫ᄒᆞ여라.又速히
035_人生_1917-01,57,死,∅,死,C,ᆞ여라.又速히死⟪死⟫의意를敷明ᄒᆞ여
035_人生_1917-01,58,敷,數,敷,C,又速히死死의意를⟪敷⟫明ᄒᆞ여라.余ᄂ
035_人生_1917-01,59,余야,人,,삭제,ᆞ여라.余ᄂᆞᆫ⟪⟫佛에質ᄒᆞ야佛에
035_人生_1917-01,62,을,ᄋᆞᆯ,을,C,에質ᄒᆞ야皆滿足⟪을⟫未得ᄒᆞᆫ蠢爾肉
035_人生_1917-01,63,者이라,ᆫ,ᆫ,G,皆滿足을未得ᄒᆞ⟪ᆫ⟫蠢爾肉塊니라.余
035_人生_1917-01,65,ᄂᆞᆫ,로,ᄂᆞᆫ,C,大膽히質問ᄒᆞ기⟪ᄂᆞᆫ⟫布德五十七年十二
035_人生_1917-01,66,無,∅,,G,十二月三十一日下⟪⟫午十二時也러라.
035_人生_1917-01,68,ᆫ,∅,ᆫ,C,焉瑞日이東昇ᄒᆞ⟪ᆫ⟫데余의祈禱의香烟
035_人生_1917-01,71,ᄃᆡ,디,ᄃᆡ,C,안이ᄒᆞ얏ᄂᆞᆫ⟪ᄃᆡ⟫新年의神明이嚴然
035_人生_1917-01,72,處이嚴,이儼,이嚴,제3안,ᆫᄃᆡ新年의神明⟪이嚴⟫然히余의前에臨ᄒ
035_人生_1917-01,74,敎門訂議논,日常는,ᄂᆞᆫ,제3안,ᄂᆞᆫ汝의信ᄒᆞ⟪ᄂᆞᆫ⟫天道敎의眞意를忘
035_人生_1917-01,77,飭ᄒᆞ,旣하,旣히,제3안,師-汝等愚蠢에게⟪旣히⟫此問題의解答을與
035_人生_1917-01,81,이,니,이,C,ᆫ天이天에逆치안⟪이⟫ᄒᆞ며天이天에悖
035_人生_1917-01,82,아홈,안흠,아니ᄒᆞᆷ,제3안,ᆞ며天이天에悖치⟪아니ᄒᆞᆷ⟫에在ᄒᆞ니唯世에
035_人生_1917-01,83,旣答,乃生化李罐와,是,제3안,야大過가無ᄒᆞ면⟪是⟫目的에達ᄒᆞ者니
036_是我_1917-11,25,며,고,ᄆᆡ,제3안,而오廣告가過ᄒᆞ⟪ᄆᆡ⟫立ᄒᆞ얏든書生은
036_是我_1917-11,26,ᄒᆞᆫ,흐,ᄒᆞᆫ,C,얏든書生은何를失⟪ᄒᆞᆫ⟫드시頗히疲色을帶
036_是我_1917-11,28,癡,座,疲,제3안,失ᄒᆞᆫ드시頗히⟪疲⟫色을帶ᄒᆞ고席에
036_是我_1917-11,29,ᄂᆞᆫᄃᆡ,고되더,ᄂᆞᆫᄃᆡ,C,ᄒᆞ고席에臥ᄒᆞ⟪ᄂᆞᆫᄃᆡ⟫冥想에樂ᄒᆞᆫ者
036_是我_1917-11,30,ᄂᆞᆫ,던,ᆫ,제3안,ᄃᆡ冥想에樂ᄒᆞ⟪ᆫ⟫者ᄂᆞᆫ泰然히顔
036_是我_1917-11,32,ᄒᆞ,하,ᄒᆞ,C,知로다.外物을樂⟪ᄒᆞ⟫ᄂᆞᆫ者ᄂᆞᆫ其
036_是我_1917-11,33,ᄒᆞ고其,하고,ᄒᆞ고,제3안,ᄂᆞᆫ時間이甚長⟪ᄒᆞ고⟫報酬가無限ᄒᆞᆷ
036_是我_1917-11,34,더게,디꺼,.ᄃᆡ개,제3안,ᄒᆞᆷ을乃知로다⟪.ᄃᆡ개⟫一의我에三의我가
036_是我_1917-11,35,ᄃᆡ,二,三,제3안,.ᄃᆡ개一의我에⟪三⟫의我가有ᄒᆞ니曰
036_是我_1917-11,36,져,저,져,C,라.寒ᄒᆞ면衣코⟪져⟫ᄒᆞ며飢ᄒᆞ면食
036_是我_1917-11,37,져,저,져,C,ᆞ며飢ᄒᆞ면食코⟪져⟫ᄒᆞᆷ은人類와禽
036_是我_1917-11,38,외,의,와,제3안,코져ᄒᆞᆷ은人類⟪와⟫禽獸를勿論ᄒᆞ고
036_是我_1917-11,39,게,刑,게,C,니世我ᄂᆞᆫ我의⟪게⟫兄의臂를趁ᄒᆞ고
036_是我_1917-11,40,黎ᄒᆞ고라도,趁ᄒᆞ고라토,趁ᄒᆞ고라도,제3안,ᆫ我의게兄의臂를⟪趁ᄒᆞ고라도⟫食을奪ᄒᆞ라ᄒᆞ
036_是我_1917-11,41,儉ᄒᆞ라ᄒᆞᄆᆞ,偸ᄒᆞ라ᄒᆞ며,偸ᄒᆞ라ᄒᆞ며,G,越ᄒᆞ고라도色을⟪偸ᄒᆞ라ᄒᆞ며⟫力의不及을不拘ᄒ
036_是我_1917-11,42,ᄂᆞ,나,ᄂᆞ,C,欲을行ᄒᆞ라ᄒᆞ⟪ᄂᆞ⟫니然이나吾人은力
036_是我_1917-11,43,는,ᆫ事,ᄂᆞᆫ,제3안,바와義에違反ᄒᆞ⟪ᄂᆞᆫ⟫事이면良心의苦痛
036_是我_1917-11,44,ᄂᆞ,느,ᄂᆞ,C,此를制裁코져ᄒᆞ⟪ᄂᆞ⟫니定卽人我라.人
036_是我_1917-11,46,∅,은,,C,ᄒᆞ고人我의分量⟪⟫이增ᄒᆞᆷ에從ᄒ
036_是我_1917-11,47,ᄒᆞᆷ,長,ᄒᆞᆷ,C,고人我의分量이增⟪ᄒᆞᆷ⟫에從ᄒᆞ야人스러
036_是我_1917-11,48,∅,스,,C,ᆞᆷ에從ᄒᆞ야人⟪⟫스러온價値가生ᄒ
036_是我_1917-11,49,値,值,値,C,ᄒᆞ야人스러온價⟪値⟫가生ᄒᆞ며從ᄒᆞ
036_是我_1917-11,52,處,時,處,C,의發動ᄒᆞᄂᆞᆫ⟪處⟫ᄂᆞᆫ반다시人我
036_是我_1917-11,53,人我가發動ᄒᆞ고人我가發動ᄒᆞᄂᆞᆫ時ᄂᆞᆫ반다시,∅,人我가發動ᄒᆞ고人我가發動ᄒᆞᄂᆞᆫ時ᄂᆞᆫ반다시,C,ᆫ處ᄂᆞᆫ반다시⟪人我가發動ᄒᆞ고人我가發動ᄒᆞᄂᆞᆫ時ᄂᆞᆫ반다시⟫世我가間涉하ᄂᆞ
036_是我_1917-11,54,ᄒᆞ,하,하,G,반다시世我가間涉⟪하⟫ᄂᆞ니故로如何히
036_是我_1917-11,55,ᄒᆞᆫ,少,ᄒᆞᆫ,C,히世我의分量의多⟪ᄒᆞᆫ⟫人이라도人我의制
036_是我_1917-11,56,∅,分,分,G,ᆞ며如何히人我의⟪分⟫量이多ᄒᆞᆫ人이
036_是我_1917-11,58,ᄂᆞᆫ,컨대,ᄂᆞᆫ,C,無치아니ᄒᆞ니要⟪ᄂᆞᆫ⟫人我를主體로ᄒᆞ
036_是我_1917-11,59,軆,體,體,G,要ᄂᆞᆫ人我를主⟪體⟫로ᄒᆞ고世我를客
036_是我_1917-11,60,軆,體,體,G,로ᄒᆞ고世我를客⟪體⟫로ᄒᆞ야益益히人
036_是我_1917-11,61,ᄒᆞᆷ,홈,ᄒᆞᆷ,C,人我의分量을增加⟪ᄒᆞᆷ⟫에至ᄒᆞ야人이人
036_是我_1917-11,62,∅,間,.間,제3안,人되ᄂᆞᆫ것이라⟪.間⟫ᄒᆞ노니能히人我
036_是我_1917-11,65,뇨나,냐,냐.,제3안,ᆞᆫ者ᄂᆞᆫ誰이⟪냐.⟫能히人我의力으로
036_是我_1917-11,68,∅,여,,C,ᄂᆞᆫ바를爲ᄒᆞ⟪⟫며又能히人我를行
036_是我_1917-11,69,ᄂᆞᆫ,는바,ᄂᆞᆫ바,제3안,人我를行치못ᄒᆞ⟪ᄂᆞᆫ바⟫를行ᄒᆞᄂᆞᆫ者
036_是我_1917-11,72,ᄂᆞᆫ,는者는,ᄂᆞᆫ者는,제3안,니世我를制裁ᄒᆞ⟪ᄂᆞᆫ者는⟫人我이며人我를人
036_是我_1917-11,73,人我케ᄒᆞᄂᆞᆫ者ᄂᆞᆫ,刑ᄒᆞ는者는,人我케ᄒᆞᄂᆞᆫ者ᄂᆞᆫ,C,는人我이며人我를⟪人我케ᄒᆞᄂᆞᆫ者ᄂᆞᆫ⟫神我니然ᄒᆞ면神
036_是我_1917-11,74,ᄂᆞᆫ,는,ᄂᆞᆫ,C,면神我를養케ᄒᆞ⟪ᄂᆞᆫ⟫方法은何이냐.是
036_是我_1917-11,76,을,은,은,G,卽冥想인ᄃᆡ冥想⟪은⟫最高宇宙의美를把
036_是我_1917-11,77,ᄂᆞᆫ,는,ᄂᆞᆫ,C,의神我를果케ᄒᆞ⟪ᄂᆞᆫ⟫力이有ᄒᆞ니科學
036_是我_1917-11,78,ᄂᆞᆫ,는,ᄂᆞᆫ,C,이有ᄒᆞ니科學者⟪ᄂᆞᆫ⟫物質의性을解剖ᄒ
036_是我_1917-11,79,셔,서,"셔,",제3안,"ᄒᆞ야顯微鏡下에⟪셔,⟫여러가지小宇宙의"
036_是我_1917-11,80,를,∅,,G,"가지小宇宙의美를⟪⟫發見하고,쳐음으"
036_是我_1917-11,82,쳐,처,",쳐",제3안,"宙의美를發見하고⟪,쳐⟫음으로小宇宙의美"
036_是我_1917-11,83,홈,ᄒᆞᆷ,ᄒᆞᆷ,G,大宇宙의美를凌駕⟪ᄒᆞᆷ⟫에驚嘆ᄒᆞ얏나니
036_是我_1917-11,84,ᄂᆞ니,나,나니,제3안,ᆞᆷ에驚嘆ᄒᆞ얏⟪나니⟫是에셔大宇宙의組
036_是我_1917-11,88,ᄂᆞᆫ,는,ᄂᆞᆫ,C,도다.小宇宙의美⟪ᄂᆞᆫ⟫一切의活物이라.
036_是我_1917-11,89,一通ᄒᆞ,其變,.其精,제3안,ᆫ一切의活物이라⟪.其精⟫神이大三千界를貫
036_是我_1917-11,90,∅,通ᄒᆞ,通ᄒᆞ,G,ᆞ며大萬有物을一⟪通ᄒᆞ⟫야無漏無增의力으
036_是我_1917-11,91,ᄂᆞ니,니此,ᄂᆞ니此,제3안,로一切를滅케ᄒᆞ⟪ᄂᆞ니此⟫精神을發現케ᄒᆞ
036_是我_1917-11,92,ᆫ뒤塵,고是應,ᆯᄲᅮᆫ塵,제3안,로써此를諦觀ᄒᆞ⟪ᆯᄲᅮᆫ塵⟫念이蝟集ᄒᆞ고俗
036_是我_1917-11,93,∅,弋,弋,G,松韻溪聲의裏에遊⟪弋⟫ᄒᆞ야漸次天地無
036_是我_1917-11,94,ᄂᆞᆫ,는,ᄂᆞᆫ,C,니是時에方ᄒᆞ야⟪ᄂᆞᆫ⟫萬古聖哲이我의寸
036_是我_1917-11,97,ᄂᆞᆫ,∅,,G,人의最大ᄒᆞᆫ者⟪⟫心이며心의最大ᄒ
036_是我_1917-11,99,ᄂᆞᆫ,는,,삭제,心의最大ᄒᆞᆫ者⟪⟫修養이며그리ᄒᆞ
036_是我_1917-11,100,ᄒᆞᆫ,효,ᄒᆞᆫ,C,ᄒᆞ야修養의最大⟪ᄒᆞᆫ⟫者ᄂᆞᆫ冥想님을
036_是我_1917-11,101,ᄂᆞᆫ,는,ᄂᆞᆫ,C,養의最大ᄒᆞᆫ者⟪ᄂᆞᆫ⟫冥想님을忘치勿하
036_是我_1917-11,102,糧,糎,糧,C,.그리하야神我의⟪糧⟫은冥想이라.冥想
037_吾敎_1917-12,20,을,を,을,C,今日에도오히려人⟪을⟫食ᄒᆞ고此를食ᄒ
037_吾敎_1917-12,22,祈禱,新舊,祈禱,C,ᄂᆞᆫ반다시何等⟪祈禱⟫가有ᄒᆞᆫ後-行
037_吾敎_1917-12,28,說,進,祖,제3안,이리오.吾人의先⟪祖⟫도畢竟此過程을經
037_吾敎_1917-12,29,의,の,의,C,人은時의古今과人⟪의⟫文野를勿問ᄒᆞ고
037_吾敎_1917-12,30,論ᄒᆞ고既,問ᄒᆞ고旣,問ᄒᆞ고旣,G,今과人의文野를勿⟪問ᄒᆞ고旣⟫人이면先天的固有
037_吾敎_1917-12,34,은卽天의,이니人の,은卽天의,C,뇨.是-人의精神⟪은卽天의⟫精神이니肉體의拘
037_吾敎_1917-12,35,니人의,∅,니,제3안,神은卽天의精神이⟪니⟫肉體의拘束을受ᄒ
037_吾敎_1917-12,36,ᄒᆞᆫ눈,鬪ᄒᆞ는,ᄒᆞᆫᄂᆞᆫ,제3안,야萬般의物質과戰⟪ᄒᆞᆫᄂᆞᆫ⟫間에必然의疑懼와
037_吾敎_1917-12,37,兹,玆,玆,G,의恐怖가生ᄒᆞ야⟪玆⟫에大宇宙的大悲壯
037_吾敎_1917-12,39,ᄒᆞᄂᆞ,ㅎㆍ,ᄒᆞᄂᆞ,C,宇宙的大悲壯이起⟪ᄒᆞᄂᆞ⟫니此大宇宙的大悲
037_吾敎_1917-12,40,ᄒᆞᆫ,ㅎㆍ,ᄒᆞᆫ,C,的大悲壯은人의小⟪ᄒᆞᆫ⟫精靈이天의大ᄒᆞ
037_吾敎_1917-12,41,ᄒᆞᆫ,ㅎㆍ,ᄒᆞᆫ,C,ᆞᆫ精靈이天의大⟪ᄒᆞᆫ⟫精神을慕仰ᄒᆞᄂ
037_吾敎_1917-12,42,ᄒᆞᄂᆞᆫ,ㅎㆍ는,ᄒᆞᄂᆞᆫ,C,ᄒᆞᆫ精神을慕仰⟪ᄒᆞᄂᆞᆫ⟫刹那間感想이로다
037_吾敎_1917-12,43,ᄂᆞ,나,ᄂᆞ,C,有의宗敎的心이되⟪ᄂᆞ⟫니吾人은此心을利
037_吾敎_1917-12,44,ᄒᆞ,ㅎㆍ,ᄒᆞ,C,吾人은此心을利用⟪ᄒᆞ⟫야其善을擴張ᄒᆞ
037_吾敎_1917-12,45,ᄒᆞ,ㅎㆍ,ᄒᆞ,C,ᄒᆞ야其善을擴張⟪ᄒᆞ⟫면是卽宗敎의名義
037_吾敎_1917-12,46,ᄒᆞ,ㅎㆍ,ᄒᆞᆫ,제3안,宗敎의名義가始成⟪ᄒᆞᆫ⟫動機이라.然이ᄂ
037_吾敎_1917-12,48,ᄒᆞᆫ,ㅎㆍ,ᄒᆞᆫ,C,ᆞ宗敎的心은自然⟪ᄒᆞᆫ⟫順序와自然ᄒᆞᆫ
037_吾敎_1917-12,49,ᄒᆞᆫ,ㅎㆍ,ᄒᆞᆫ,C,ᄒᆞᆫ順序와自然⟪ᄒᆞᆫ⟫階級을經ᄒᆞ야漸
037_吾敎_1917-12,50,ᄒᆞ,ㅎㆍ,ᄒᆞ,C,然ᄒᆞᆫ階級을經⟪ᄒᆞ⟫야漸次發達되ᄂᆞ
037_吾敎_1917-12,51,ᄂᆞ,나,ᄂᆞ,C,ᄒᆞ야漸次發達되⟪ᄂᆞ⟫니有史以來-今日
037_吾敎_1917-12,52,―,一,-,제3안,되ᄂᆞ니有史以來⟪-⟫今日ᄭᆞ지의五千
037_吾敎_1917-12,54,∅,二,,C,千年間宗敎階級은⟪⟫三階段이有ᄒᆞ니
037_吾敎_1917-12,59,(,（,(,C,"時代,調和的時代⟪(⟫統一的時代)가是"
037_吾敎_1917-12,60,),）,),C,"時代(統一的時代⟪)⟫가是로다.一,客"
037_吾敎_1917-12,63,　,∅,,G,".一,客觀的時代⟪⟫客觀的時代라ᄒᆞ"
037_吾敎_1917-12,64,ᄒᆞᆷ,홈,ᄒᆞᆷ,C,時代客觀的時代라⟪ᄒᆞᆷ⟫은自己의中心을抛
037_吾敎_1917-12,65,ᄒᆞ,ㅎㆍ,ᄒᆞ,C,自己의中心을抛棄⟪ᄒᆞ⟫고物의中心에依ᄒ
